From	To	Species	Gene Name
LOC111130433	111130433	Crassostrea virginica	uncharacterized LOC111130433(LOC111130433)
LOC111130431	111130431	Crassostrea virginica	proteasome subunit alpha type-3-like(LOC111130431)
LOC111117471	111117471	Crassostrea virginica	uncharacterized LOC111117471(LOC111117471)
LOC111104193	111104193	Crassostrea virginica	cytochrome b5 reductase 4-like(LOC111104193)
LOC111129490	111129490	Crassostrea virginica	focadhesin-like(LOC111129490)
LOC111104191	111104191	Crassostrea virginica	CDK5 regulatory subunit-associated protein 1-like(LOC111104191)
LOC111129492	111129492	Crassostrea virginica	mesenchyme-specific cell surface glycoprotein-like(LOC111129492)
LOC111104190	111104190	Crassostrea virginica	SH3 domain-containing kinase-binding protein 1-like(LOC111104190)
LOC111129499	111129499	Crassostrea virginica	myosin-7-like(LOC111129499)
LOC111129498	111129498	Crassostrea virginica	CSC1-like protein 2(LOC111129498)
LOC111104199	111104199	Crassostrea virginica	methyltransferase-like protein 6(LOC111104199)
LOC111128169	111128169	Crassostrea virginica	uncharacterized LOC111128169(LOC111128169)
LOC111128164	111128164	Crassostrea virginica	chaperone protein DnaJ 2-like(LOC111128164)
LOC111104197	111104197	Crassostrea virginica	peptidase M20 domain-containing protein 2-like(LOC111104197)
LOC111129494	111129494	Crassostrea virginica	peptidyl-prolyl cis-trans isomerase FKBP2-like(LOC111129494)
LOC111104196	111104196	Crassostrea virginica	E3 ubiquitin-protein ligase Mdm2-like(LOC111104196)
LOC111128166	111128166	Crassostrea virginica	uncharacterized LOC111128166(LOC111128166)
LOC111129497	111129497	Crassostrea virginica	WD repeat-containing protein 20-like(LOC111129497)
LOC111130487	111130487	Crassostrea virginica	calpain-B-like(LOC111130487)
LOC111130485	111130485	Crassostrea virginica	GRIP and coiled-coil domain-containing protein 1-like(LOC111130485)
LOC111116176	111116176	Crassostrea virginica	uncharacterized LOC111116176(LOC111116176)
LOC111130482	111130482	Crassostrea virginica	structural maintenance of chromosomes protein 5-like(LOC111130482)
LOC111130481	111130481	Crassostrea virginica	GDP-D-glucose phosphorylase 1-like(LOC111130481)
LOC111130491	111130491	Crassostrea virginica	ubiquitin-like protein 7(LOC111130491)
LOC111104180	111104180	Crassostrea virginica	SAM and SH3 domain-containing protein 1-like(LOC111104180)
LOC111104189	111104189	Crassostrea virginica	exostosin-2-like(LOC111104189)
LOC111104184	111104184	Crassostrea virginica	chorion peroxidase-like(LOC111104184)
LOC111128176	111128176	Crassostrea virginica	serine/threonine-protein kinase RIO2-like(LOC111128176)
LOC111104183	111104183	Crassostrea virginica	E3 ubiquitin-protein ligase RBBP6-like(LOC111104183)
LOC111117491	111117491	Crassostrea virginica	uncharacterized LOC111117491(LOC111117491)
LOC111117492	111117492	Crassostrea virginica	uncharacterized LOC111117492(LOC111117492)
LOC111116161	111116161	Crassostrea virginica	uncharacterized LOC111116161(LOC111116161)
LOC111116168	111116168	Crassostrea virginica	uncharacterized LOC111116168(LOC111116168)
LOC111130498	111130498	Crassostrea virginica	uncharacterized LOC111130498(LOC111130498)
LOC111116166	111116166	Crassostrea virginica	probable cytoplasmic aconitate hydratase(LOC111116166)
LOC111130495	111130495	Crassostrea virginica	tubulin polymerization-promoting protein family member 3-like(LOC111130495)
LOC111130493	111130493	Crassostrea virginica	metalloprotease mig-17-like(LOC111130493)
LOC111131790	111131790	Crassostrea virginica	uncharacterized LOC111131790(LOC111131790)
LOC111131795	111131795	Crassostrea virginica	L-threonine dehydratase catabolic TdcB-like(LOC111131795)
LOC111131796	111131796	Crassostrea virginica	uncharacterized LOC111131796(LOC111131796)
LOC111131799	111131799	Crassostrea virginica	putative malate dehydrogenase 1B(LOC111131799)
LOC111129479	111129479	Crassostrea virginica	polycystic kidney disease protein 1-like 2(LOC111129479)
LOC111129478	111129478	Crassostrea virginica	polycystic kidney disease protein 1-like 2(LOC111129478)
LOC111128143	111128143	Crassostrea virginica	isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-like(LOC111128143)
LOC111129474	111129474	Crassostrea virginica	putative ankyrin repeat protein RF_0381(LOC111129474)
LOC111130469	111130469	Crassostrea virginica	papilin-like(LOC111130469)
LOC111130467	111130467	Crassostrea virginica	mitochondrial chaperone BCS1-like(LOC111130467)
LOC111130464	111130464	Crassostrea virginica	protein flp-like(LOC111130464)
LOC111130463	111130463	Crassostrea virginica	ataxin-7-like(LOC111130463)
LOC111130462	111130462	Crassostrea virginica	RNA-binding protein 4.1-like(LOC111130462)
LOC111130461	111130461	Crassostrea virginica	nuclear valosin-containing protein-like(LOC111130461)
LOC111128151	111128151	Crassostrea virginica	exonuclease 1-like(LOC111128151)
LOC111129482	111129482	Crassostrea virginica	WD repeat-containing protein 26-like(LOC111129482)
LOC111128157	111128157	Crassostrea virginica	HCLS1-associated protein X-1-like(LOC111128157)
LOC111128156	111128156	Crassostrea virginica	WD repeat-containing protein 27-like(LOC111128156)
LOC111129487	111129487	Crassostrea virginica	centromere/kinetochore protein zw10 homolog(LOC111129487)
LOC111128153	111128153	Crassostrea virginica	U3 small nucleolar RNA-associated protein 15 homolog(LOC111128153)
LOC111129484	111129484	Crassostrea virginica	MAGUK p55 subfamily member 5-like(LOC111129484)
LOC111129483	111129483	Crassostrea virginica	multiple C2 and transmembrane domain-containing protein 1-like(LOC111129483)
LOC111128155	111128155	Crassostrea virginica	vesicular glutamate transporter 2.2-like(LOC111128155)
LOC111129486	111129486	Crassostrea virginica	uncharacterized LOC111129486(LOC111129486)
LOC111128154	111128154	Crassostrea virginica	protein farnesyltransferase subunit beta-like(LOC111128154)
LOC111130479	111130479	Crassostrea virginica	AB hydrolase superfamily protein C1039.03-like(LOC111130479)
LOC111130478	111130478	Crassostrea virginica	ribokinase-like(LOC111130478)
LOC111130474	111130474	Crassostrea virginica	uncharacterized LOC111130474(LOC111130474)
LOC111130473	111130473	Crassostrea virginica	glycosylated lysosomal membrane protein-like(LOC111130473)
LOC111130470	111130470	Crassostrea virginica	galectin-8-like(LOC111130470)
LOC111128182	111128182	Crassostrea virginica	uncharacterized LOC111128182(LOC111128182)
LOC111128184	111128184	Crassostrea virginica	ubiquitin-conjugating enzyme E2 Q2-like(LOC111128184)
LOC111128183	111128183	Crassostrea virginica	uncharacterized LOC111128183(LOC111128183)
LOC111128189	111128189	Crassostrea virginica	serine incorporator 5-like(LOC111128189)
LOC111128185	111128185	Crassostrea virginica	selenoprotein F-like(LOC111128185)
LOC111128188	111128188	Crassostrea virginica	coiled-coil domain-containing protein 73-like(LOC111128188)
LOC111128195	111128195	Crassostrea virginica	galactoside 2-alpha-L-fucosyltransferase 2-like(LOC111128195)
LOC111128190	111128190	Crassostrea virginica	uncharacterized LOC111128190(LOC111128190)
LOC111128198	111128198	Crassostrea virginica	uncharacterized LOC111128198(LOC111128198)
LOC111105701	111105701	Crassostrea virginica	E3 ubiquitin-protein ligase Midline-1-like(LOC111105701)
LOC111105709	111105709	Crassostrea virginica	uncharacterized protein KIAA2013 homolog(LOC111105709)
LOC111105708	111105708	Crassostrea virginica	general transcription factor 3C polypeptide 6-like(LOC111105708)
LOC111105707	111105707	Crassostrea virginica	uncharacterized LOC111105707(LOC111105707)
LOC111105725	111105725	Crassostrea virginica	coadhesin-like(LOC111105725)
LOC111105724	111105724	Crassostrea virginica	neural Wiskott-Aldrich syndrome protein-like(LOC111105724)
LOC111105720	111105720	Crassostrea virginica	proline-rich transmembrane protein 1-like(LOC111105720)
LOC111105728	111105728	Crassostrea virginica	DNA replication licensing factor mcm2-like(LOC111105728)
LOC111105716	111105716	Crassostrea virginica	protein polybromo-1-like(LOC111105716)
LOC111105715	111105715	Crassostrea virginica	uncharacterized LOC111105715(LOC111105715)
LOC111129707	111129707	Crassostrea virginica	probable peptidylglycine alpha-hydroxylating monooxygenase 1(LOC111129707)
LOC111129706	111129706	Crassostrea virginica	fibrillin-2-like(LOC111129706)
LOC111105713	111105713	Crassostrea virginica	uncharacterized LOC111105713(LOC111105713)
LOC111105712	111105712	Crassostrea virginica	general transcription factor 3C polypeptide 6-like(LOC111105712)
LOC111105710	111105710	Crassostrea virginica	general transcription factor 3C polypeptide 6-like(LOC111105710)
LOC111105718	111105718	Crassostrea virginica	proton myo-inositol cotransporter-like(LOC111105718)
LOC111117721	111117721	Crassostrea virginica	phosphatidylinositide phosphatase SAC1-like(LOC111117721)
LOC111105741	111105741	Crassostrea virginica	kelch domain-containing protein 8B-like(LOC111105741)
LOC111105748	111105748	Crassostrea virginica	protein lifeguard 4-like(LOC111105748)
LOC111104416	111104416	Crassostrea virginica	trafficking protein particle complex subunit 10-like(LOC111104416)
LOC111104415	111104415	Crassostrea virginica	uncharacterized LOC111104415(LOC111104415)
LOC111104419	111104419	Crassostrea virginica	probable U3 small nucleolar RNA-associated protein 11(LOC111104419)
LOC111117717	111117717	Crassostrea virginica	uncharacterized LOC111117717(LOC111117717)
LOC111117711	111117711	Crassostrea virginica	uncharacterized LOC111117711(LOC111117711)
LOC111105730	111105730	Crassostrea virginica	uncharacterized LOC111105730(LOC111105730)
LOC111104407	111104407	Crassostrea virginica	soma ferritin-like(LOC111104407)
LOC111104403	111104403	Crassostrea virginica	protein eva-1 homolog C-like(LOC111104403)
LOC111105733	111105733	Crassostrea virginica	CXXC-type zinc finger protein 1-like(LOC111105733)
LOC111104402	111104402	Crassostrea virginica	uncharacterized LOC111104402(LOC111104402)
LOC111104401	111104401	Crassostrea virginica	protein-methionine sulfoxide oxidase mical3b-like(LOC111104401)
LOC111104408	111104408	Crassostrea virginica	uncharacterized LOC111104408(LOC111104408)
LOC111117749	111117749	Crassostrea virginica	uncharacterized LOC111117749(LOC111117749)
LOC111117747	111117747	Crassostrea virginica	uncharacterized LOC111117747(LOC111117747)
LOC111117748	111117748	Crassostrea virginica	uncharacterized LOC111117748(LOC111117748)
LOC111117745	111117745	Crassostrea virginica	uncharacterized LOC111117745(LOC111117745)
LOC111117746	111117746	Crassostrea virginica	transmembrane protein 214-like(LOC111117746)
LOC111116415	111116415	Crassostrea virginica	uncharacterized LOC111116415(LOC111116415)
LOC111117743	111117743	Crassostrea virginica	Niemann-Pick C1 protein-like(LOC111117743)
LOC111129730	111129730	Crassostrea virginica	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like(LOC111129730)
LOC111105763	111105763	Crassostrea virginica	conserved oligomeric Golgi complex subunit 5-like(LOC111105763)
LOC111104432	111104432	Crassostrea virginica	tumor necrosis factor alpha-induced protein 3-like(LOC111104432)
LOC111105762	111105762	Crassostrea virginica	traB domain-containing protein-like(LOC111105762)
LOC111104431	111104431	Crassostrea virginica	uncharacterized LOC111104431(LOC111104431)
LOC111128400	111128400	Crassostrea virginica	uncharacterized LOC111128400(LOC111128400)
LOC111130718	111130718	Crassostrea virginica	DNA polymerase subunit gamma-1-like(LOC111130718)
LOC111128407	111128407	Crassostrea virginica	3-hydroxybutyryl-CoA dehydrogenase-like(LOC111128407)
LOC111129738	111129738	Crassostrea virginica	uncharacterized LOC111129738(LOC111129738)
LOC111130727	111130727	Crassostrea virginica	uncharacterized LOC111130727(LOC111130727)
LOC111130726	111130726	Crassostrea virginica	alpha-aminoadipic semialdehyde dehydrogenase-like(LOC111130726)
LOC111104439	111104439	Crassostrea virginica	ubiquinone biosynthesis O-methyltransferase, mitochondrial-like(LOC111104439)
LOC111128408	111128408	Crassostrea virginica	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like(LOC111128408)
LOC111130724	111130724	Crassostrea virginica	optic atrophy 3 protein homolog(LOC111130724)
LOC111104437	111104437	Crassostrea virginica	E3 ubiquitin-protein ligase listerin-like(LOC111104437)
LOC111129734	111129734	Crassostrea virginica	fibroblast growth factor receptor 2-like(LOC111129734)
LOC111128402	111128402	Crassostrea virginica	degenerin del-1-like(LOC111128402)
LOC111103105	111103105	Crassostrea virginica	uncharacterized LOC111103105(LOC111103105)
LOC111128405	111128405	Crassostrea virginica	organic cation transporter protein-like(LOC111128405)
LOC111104434	111104434	Crassostrea virginica	polycomb protein SCMH1-like(LOC111104434)
LOC111130720	111130720	Crassostrea virginica	mucin-3A-like(LOC111130720)
LOC111104433	111104433	Crassostrea virginica	fatty-acid amide hydrolase 2-like(LOC111104433)
LOC111116410	111116410	Crassostrea virginica	uncharacterized LOC111116410(LOC111116410)
LOC111117742	111117742	Crassostrea virginica	uncharacterized LOC111117742(LOC111117742)
LOC111117740	111117740	Crassostrea virginica	uncharacterized LOC111117740(LOC111117740)
LOC111117739	111117739	Crassostrea virginica	uncharacterized LOC111117739(LOC111117739)
LOC111116408	111116408	Crassostrea virginica	uncharacterized LOC111116408(LOC111116408)
LOC111117736	111117736	Crassostrea virginica	uncharacterized LOC111117736(LOC111117736)
LOC111117735	111117735	Crassostrea virginica	uncharacterized LOC111117735(LOC111117735)
LOC111117732	111117732	Crassostrea virginica	disintegrin and metalloproteinase domain-containing protein 10-like(LOC111117732)
LOC111117733	111117733	Crassostrea virginica	disintegrin and metalloproteinase domain-containing protein 10-like(LOC111117733)
LOC111129740	111129740	Crassostrea virginica	uncharacterized LOC111129740(LOC111129740)
LOC111129748	111129748	Crassostrea virginica	protocadherin Fat 4-like(LOC111129748)
LOC111130737	111130737	Crassostrea virginica	diacylglycerol kinase theta-like(LOC111130737)
LOC111130736	111130736	Crassostrea virginica	serine/arginine repetitive matrix protein 2-like(LOC111130736)
LOC111105758	111105758	Crassostrea virginica	uncharacterized LOC111105758(LOC111105758)
LOC111128419	111128419	Crassostrea virginica	ATP-dependent RNA helicase DDX55-like(LOC111128419)
LOC111129745	111129745	Crassostrea virginica	uncharacterized LOC111129745(LOC111129745)
LOC111130733	111130733	Crassostrea virginica	ceramide glucosyltransferase-like(LOC111130733)
LOC111128416	111128416	Crassostrea virginica	uncharacterized LOC111128416(LOC111128416)
LOC111105754	111105754	Crassostrea virginica	traB domain-containing protein-like(LOC111105754)
LOC111130731	111130731	Crassostrea virginica	spidroin-1-like(LOC111130731)
LOC111105753	111105753	Crassostrea virginica	transient receptor potential cation channel trpm-like(LOC111105753)
LOC111104422	111104422	Crassostrea virginica	ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE-like(LOC111104422)
LOC111117730	111117730	Crassostrea virginica	GA-binding protein subunit beta-1-like(LOC111117730)
LOC111117731	111117731	Crassostrea virginica	disintegrin and metalloproteinase domain-containing protein 10-like(LOC111117731)
LOC111115107	111115107	Crassostrea virginica	uncharacterized LOC111115107(LOC111115107)
LOC111117767	111117767	Crassostrea virginica	uncharacterized LOC111117767(LOC111117767)
LOC111116436	111116436	Crassostrea virginica	uncharacterized LOC111116436(LOC111116436)
LOC111117765	111117765	Crassostrea virginica	uncharacterized LOC111117765(LOC111117765)
LOC111104454	111104454	Crassostrea virginica	DNA-directed RNA polymerase III subunit RPC10-like(LOC111104454)
LOC111103123	111103123	Crassostrea virginica	AT-rich interactive domain-containing protein 2-like(LOC111103123)
